Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
CAS Report,Chrome 114.0.0.0,,,2023-07-05 14:40:59,2023-07-05 14:44:38,3m - 39.836s,PASSED
,,,,,,,
Test Cases/In and Out/Login,Chrome 114.0.0.0,,,2023-07-05 14:40:59,2023-07-05 14:41:05,6.163s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-07-05 14:40:59,2023-07-05 14:41:02,2.496s,PASSED
"navigateToUrl(""https://castest.cardmri.com:8269/NGOFSReport/index.jsp"")",Chrome 114.0.0.0,,,2023-07-05 14:41:02,2023-07-05 14:41:03,1.377s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-07-05 14:41:03,2023-07-05 14:41:03,0.153s,PASSED
"setText(findTestObject(""Object Repository/Login/Page_CARD, Inc. Computerized Accounting System/input_Please Sign In_userName""), Username)",Chrome 114.0.0.0,,,2023-07-05 14:41:03,2023-07-05 14:41:04,0.852s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/Page_CARD, Inc. Computerized Accounting System/input_Please Sign In_passWord""), ""MHSUC33hkPnBWRnjFBNCPA=="")",Chrome 114.0.0.0,,,2023-07-05 14:41:04,2023-07-05 14:41:05,0.505s,PASSED
"click(findTestObject(""Object Repository/Login/Page_CARD, Inc. Computerized Accounting System/input_Please Sign In_loginButton""))",Chrome 114.0.0.0,,,2023-07-05 14:41:05,2023-07-05 14:41:05,0.402s,PASSED
,,,,,,,
Test Cases/Book of Account/General Ledger,Chrome 114.0.0.0,,,2023-07-05 14:41:05,2023-07-05 14:41:42,37.278s,PASSED
"click(findTestObject(""Object Repository/General Ledger/Page_CARD, Inc. Computerized Accounting System/a_Reports""))",Chrome 114.0.0.0,,,2023-07-05 14:41:05,2023-07-05 14:41:15,9.570s,PASSED
"click(findTestObject(""Object Repository/General Ledger/Page_CARD, Inc. Computerized Accounting System/a_Book of Accounts""))",Chrome 114.0.0.0,,,2023-07-05 14:41:15,2023-07-05 14:41:16,0.511s,PASSED
"click(findTestObject(""Object Repository/General Ledger/Page_CARD, Inc. Computerized Accounting System/a_General Ledger""))",Chrome 114.0.0.0,,,2023-07-05 14:41:16,2023-07-05 14:41:27,11.810s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/General Ledger/Page_CARD, Inc. Computerized Accounting System/select_---Select Item---Per RegionPer AreaPer Unit""), ""2"", true)",Chrome 114.0.0.0,,,2023-07-05 14:41:27,2023-07-05 14:41:29,1.470s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/General Ledger/Page_CARD, Inc. Computerized Accounting System/select_---Select Item---Head OfficeLuzon 1L_eb6cd5""), ""02"", true)",Chrome 114.0.0.0,,,2023-07-05 14:41:29,2023-07-05 14:41:31,2.386s,PASSED
