Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
CAS Report,Chrome 114.0.0.0,,,2023-07-04 13:12:14,2023-07-04 13:14:16,2m - 1.520s,FAILED
,,,,,,,
Test Cases/Login,Chrome 114.0.0.0,,,2023-07-04 13:12:15,2023-07-04 13:12:20,5.505s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-07-04 13:12:15,2023-07-04 13:12:18,2.678s,PASSED
"navigateToUrl(""https://castest.cardmri.com:8269/NGOFSReport/index.jsp"")",Chrome 114.0.0.0,,,2023-07-04 13:12:18,2023-07-04 13:12:18,0.513s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-07-04 13:12:18,2023-07-04 13:12:18,0.154s,PASSED
"setText(findTestObject(""Object Repository/Login/Page_CARD, Inc. Computerized Accounting System/input_Please Sign In_userName""), Username)",Chrome 114.0.0.0,,,2023-07-04 13:12:18,2023-07-04 13:12:19,0.777s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/Page_CARD, Inc. Computerized Accounting System/input_Please Sign In_passWord""), ""MHSUC33hkPnBWRnjFBNCPA=="")",Chrome 114.0.0.0,,,2023-07-04 13:12:19,2023-07-04 13:12:20,0.532s,PASSED
"click(findTestObject(""Object Repository/Login/Page_CARD, Inc. Computerized Accounting System/input_Please Sign In_loginButton""))",Chrome 114.0.0.0,,,2023-07-04 13:12:20,2023-07-04 13:12:20,0.455s,PASSED
,,,,,,,
Test Cases/General Ledger,Chrome 114.0.0.0,,,2023-07-04 13:12:20,2023-07-04 13:12:45,25.281s,PASSED
"click(findTestObject(""Object Repository/General Ledger/Page_CARD, Inc. Computerized Accounting System/a_Reports""))",Chrome 114.0.0.0,,,2023-07-04 13:12:21,2023-07-04 13:12:26,5.712s,PASSED
"click(findTestObject(""Object Repository/General Ledger/Page_CARD, Inc. Computerized Accounting System/a_Book of Accounts""))",Chrome 114.0.0.0,,,2023-07-04 13:12:26,2023-07-04 13:12:27,0.532s,PASSED
"click(findTestObject(""Object Repository/General Ledger/Page_CARD, Inc. Computerized Accounting System/a_General Ledger""))",Chrome 114.0.0.0,,,2023-07-04 13:12:27,2023-07-04 13:12:34,7.292s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/General Ledger/Page_CARD, Inc. Computerized Accounting System/select_---Select Item---Per RegionPer AreaPer Unit""), ""2"", true)",Chrome 114.0.0.0,,,2023-07-04 13:12:34,2023-07-04 13:12:35,1.165s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/General Ledger/Page_CARD, Inc. Computerized Accounting System/select_---Select Item---Head OfficeLuzon 1L_eb6cd5""), ""02"", true)",Chrome 114.0.0.0,,,2023-07-04 13:12:35,2023-07-04 13:12:37,2.169s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/General Ledger/Page_CARD, Inc. Computerized Accounting System/select_---Select Item---La Union 1AbraIloco_046ef5""), ""B6"", true)",Chrome 114.0.0.0,,,2023-07-04 13:12:37,2023-07-04 13:12:39,1.412s,PASSED
"click(findTestObject(""Object Repository/General Ledger/Page_CARD, Inc. Computerized Accounting System/input_End Date_btnPDF""))",Chrome 114.0.0.0,,,2023-07-04 13:12:39,2023-07-04 13:12:39,0.425s,PASSED
"click(findTestObject(""Object Repository/General Ledger/Page_CARD, Inc. Computerized Accounting System/h1_General Ledger""))",Chrome 114.0.0.0,,,2023-07-04 13:12:39,2023-07-04 13:12:39,0.191s,PASSED
"click(findTestObject(""Object Repository/General Ledger/Page_CARD, Inc. Computerized Accounting System/h1_General Ledger""))",Chrome 114.0.0.0,,,2023-07-04 13:12:39,2023-07-04 13:12:41,1.950s,PASSED
"click(findTestObject(""Object Repository/General Ledger/Page_CARD, Inc. Computerized Accounting System/h1_General Ledger""))",Chrome 114.0.0.0,,,2023-07-04 13:12:41,2023-07-04 13:12:43,1.921s,PASSED
"click(findTestObject(""Object Repository/General Ledger/Page_CARD, Inc. Computerized Accounting System/a_Welcome  RILI                        Admi_b75451""))",Chrome 114.0.0.0,,,2023-07-04 13:12:43,2023-07-04 13:12:45,2.116s,PASSED
,,,,,,,
Test Cases/Logout,Chrome 114.0.0.0,,,2023-07-04 13:14:16,2023-07-04 13:14:16,0.129s,FAILED
"click(findTestObject(""Object Repository/Logout/Page_CARD, Inc. Computerized Accounting System/input_Please Sign In_loginButton""))",Chrome 114.0.0.0,,,2023-07-04 13:14:16,2023-07-04 13:14:16,0.119s,FAILED
