Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
CAS Report,Chrome 114.0.0.0,,,2023-07-04 16:13:31,2023-07-04 16:16:49,3m - 17.756s,FAILED
,,,,,,,
Test Cases/In and Out/Login,Chrome 114.0.0.0,,,2023-07-04 16:13:31,2023-07-04 16:13:37,5.057s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-07-04 16:13:32,2023-07-04 16:13:34,2.456s,PASSED
"navigateToUrl(""https://castest.cardmri.com:8269/NGOFSReport/index.jsp"")",Chrome 114.0.0.0,,,2023-07-04 16:13:34,2023-07-04 16:13:35,0.320s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-07-04 16:13:35,2023-07-04 16:13:35,0.163s,PASSED
"setText(findTestObject(""Object Repository/Login/Page_CARD, Inc. Computerized Accounting System/input_Please Sign In_userName""), Username)",Chrome 114.0.0.0,,,2023-07-04 16:13:35,2023-07-04 16:13:36,0.827s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/Page_CARD, Inc. Computerized Accounting System/input_Please Sign In_passWord""), ""MHSUC33hkPnBWRnjFBNCPA=="")",Chrome 114.0.0.0,,,2023-07-04 16:13:36,2023-07-04 16:13:36,0.487s,PASSED
"click(findTestObject(""Object Repository/Login/Page_CARD, Inc. Computerized Accounting System/input_Please Sign In_loginButton""))",Chrome 114.0.0.0,,,2023-07-04 16:13:36,2023-07-04 16:13:37,0.424s,PASSED
,,,,,,,
Test Cases/Book of Account/General Ledger,Chrome 114.0.0.0,,,2023-07-04 16:13:37,2023-07-04 16:14:02,25.868s,PASSED
"click(findTestObject(""Object Repository/General Ledger/Page_CARD, Inc. Computerized Accounting System/a_Reports""))",Chrome 114.0.0.0,,,2023-07-04 16:13:37,2023-07-04 16:13:42,5.533s,PASSED
"click(findTestObject(""Object Repository/General Ledger/Page_CARD, Inc. Computerized Accounting System/a_Book of Accounts""))",Chrome 114.0.0.0,,,2023-07-04 16:13:42,2023-07-04 16:13:43,0.526s,PASSED
"click(findTestObject(""Object Repository/General Ledger/Page_CARD, Inc. Computerized Accounting System/a_General Ledger""))",Chrome 114.0.0.0,,,2023-07-04 16:13:43,2023-07-04 16:13:51,7.979s,PASSED
