Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
CAS Report,Chrome 114.0.0.0,,,2023-07-04 15:21:54,2023-07-04 15:22:20,26.011s,ERROR
,,,,,,,
Test Cases/In and Out/Login,Chrome 114.0.0.0,,,2023-07-04 15:22:04,2023-07-04 15:22:07,3.083s,ERROR
"openBrowser("""")",Chrome 114.0.0.0,,,2023-07-04 15:22:04,2023-07-04 15:22:07,2.556s,PASSED
"navigateToUrl(""https://castest.cardmri.com:8269/NGOFSReport/index.jsp"")",Chrome 114.0.0.0,,,2023-07-04 15:22:07,2023-07-04 15:22:07,0.260s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-07-04 15:22:07,2023-07-04 15:22:07,0.131s,PASSED
"setText(findTestObject(""Object Repository/Login/Page_CARD, Inc. Computerized Accounting System/input_Please Sign In_userName""), Username)",Chrome 114.0.0.0,,,2023-07-04 15:22:07,2023-07-04 15:22:07,0.086s,ERROR
,,,,,,,
Test Cases/Book of Account/General Ledger,Chrome 114.0.0.0,,,2023-07-04 15:22:18,2023-07-04 15:22:18,0.198s,FAILED
"click(findTestObject(""Object Repository/General Ledger/Page_CARD, Inc. Computerized Accounting System/a_Reports""))",Chrome 114.0.0.0,,,2023-07-04 15:22:18,2023-07-04 15:22:18,0.189s,FAILED
,,,,,,,
Test Cases/Book of Account/General Journal,Chrome 114.0.0.0,,,2023-07-04 15:22:19,2023-07-04 15:22:19,0.180s,FAILED
"click(findTestObject(""Object Repository/General Journal/Page_CARD, Inc. Computerized Accounting System/a_Reports""))",Chrome 114.0.0.0,,,2023-07-04 15:22:19,2023-07-04 15:22:19,0.170s,FAILED
,,,,,,,
Test Cases/In and Out/Logout,Chrome 114.0.0.0,,,2023-07-04 15:22:20,2023-07-04 15:22:20,0.186s,FAILED
"click(findTestObject(""Object Repository/Logout/Page_CARD, Inc. Computerized Accounting System/a_Welcome  RILI                        Admi_b75451""))",Chrome 114.0.0.0,,,2023-07-04 15:22:20,2023-07-04 15:22:20,0.178s,FAILED
