Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
CAS Report,Chrome 114.0.0.0,,,2023-07-04 13:13:54,2023-07-04 13:14:33,39.114s,PASSED
,,,,,,,
Test Cases/Login,Chrome 114.0.0.0,,,2023-07-04 13:13:54,2023-07-04 13:13:59,5.527s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-07-04 13:13:54,2023-07-04 13:13:57,2.862s,PASSED
"navigateToUrl(""https://castest.cardmri.com:8269/NGOFSReport/index.jsp"")",Chrome 114.0.0.0,,,2023-07-04 13:13:57,2023-07-04 13:13:57,0.400s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-07-04 13:13:57,2023-07-04 13:13:58,0.152s,PASSED
"setText(findTestObject(""Object Repository/Login/Page_CARD, Inc. Computerized Accounting System/input_Please Sign In_userName""), Username)",Chrome 114.0.0.0,,,2023-07-04 13:13:58,2023-07-04 13:13:58,0.786s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/Page_CARD, Inc. Computerized Accounting System/input_Please Sign In_passWord""), ""MHSUC33hkPnBWRnjFBNCPA=="")",Chrome 114.0.0.0,,,2023-07-04 13:13:58,2023-07-04 13:13:59,0.455s,PASSED
"click(findTestObject(""Object Repository/Login/Page_CARD, Inc. Computerized Accounting System/input_Please Sign In_loginButton""))",Chrome 114.0.0.0,,,2023-07-04 13:13:59,2023-07-04 13:13:59,0.444s,PASSED
,,,,,,,
Test Cases/General Ledger,Chrome 114.0.0.0,,,2023-07-04 13:13:59,2023-07-04 13:14:28,29.031s,PASSED
"click(findTestObject(""Object Repository/General Ledger/Page_CARD, Inc. Computerized Accounting System/a_Reports""))",Chrome 114.0.0.0,,,2023-07-04 13:14:00,2023-07-04 13:14:05,5.329s,PASSED
"click(findTestObject(""Object Repository/General Ledger/Page_CARD, Inc. Computerized Accounting System/a_Book of Accounts""))",Chrome 114.0.0.0,,,2023-07-04 13:14:05,2023-07-04 13:14:06,0.490s,PASSED
"click(findTestObject(""Object Repository/General Ledger/Page_CARD, Inc. Computerized Accounting System/a_General Ledger""))",Chrome 114.0.0.0,,,2023-07-04 13:14:06,2023-07-04 13:14:14,8.516s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/General Ledger/Page_CARD, Inc. Computerized Accounting System/select_---Select Item---Per RegionPer AreaPer Unit""), ""2"", true)",Chrome 114.0.0.0,,,2023-07-04 13:14:14,2023-07-04 13:14:19,4.426s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/General Ledger/Page_CARD, Inc. Computerized Accounting System/select_---Select Item---Head OfficeLuzon 1L_eb6cd5""), ""02"", true)",Chrome 114.0.0.0,,,2023-07-04 13:14:19,2023-07-04 13:14:21,2.084s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/General Ledger/Page_CARD, Inc. Computerized Accounting System/select_---Select Item---La Union 1AbraIloco_046ef5""), ""B6"", true)",Chrome 114.0.0.0,,,2023-07-04 13:14:21,2023-07-04 13:14:22,1.131s,PASSED
"click(findTestObject(""Object Repository/General Ledger/Page_CARD, Inc. Computerized Accounting System/input_End Date_btnPDF""))",Chrome 114.0.0.0,,,2023-07-04 13:14:22,2023-07-04 13:14:22,0.487s,PASSED
"click(findTestObject(""Object Repository/General Ledger/Page_CARD, Inc. Computerized Accounting System/h1_General Ledger""))",Chrome 114.0.0.0,,,2023-07-04 13:14:22,2023-07-04 13:14:22,0.187s,PASSED
"click(findTestObject(""Object Repository/General Ledger/Page_CARD, Inc. Computerized Accounting System/h1_General Ledger""))",Chrome 114.0.0.0,,,2023-07-04 13:14:22,2023-07-04 13:14:24,1.865s,PASSED
"click(findTestObject(""Object Repository/General Ledger/Page_CARD, Inc. Computerized Accounting System/h1_General Ledger""))",Chrome 114.0.0.0,,,2023-07-04 13:14:24,2023-07-04 13:14:26,1.990s,PASSED
"click(findTestObject(""Object Repository/General Ledger/Page_CARD, Inc. Computerized Accounting System/a_Welcome  RILI                        Admi_b75451""))",Chrome 114.0.0.0,,,2023-07-04 13:14:26,2023-07-04 13:14:28,2.065s,PASSED
,,,,,,,
Test Cases/Logout,Chrome 114.0.0.0,,,2023-07-04 13:14:32,2023-07-04 13:14:33,0.721s,PASSED
"click(findTestObject(""Object Repository/Logout/Page_CARD, Inc. Computerized Accounting System/a_Welcome  RILI                        Admi_b75451""))",Chrome 114.0.0.0,,,2023-07-04 13:14:32,2023-07-04 13:14:32,0.355s,PASSED
"click(findTestObject(""Object Repository/Logout/Page_CARD, Inc. Computerized Accounting System/a_Logout""))",Chrome 114.0.0.0,,,2023-07-04 13:14:32,2023-07-04 13:14:33,0.359s,PASSED
