Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
CAS Report,Chrome 114.0.0.0,,,2023-07-04 15:23:10,2023-07-04 15:24:04,53.885s,PASSED
,,,,,,,
Test Cases/In and Out/Login,Chrome 114.0.0.0,,,2023-07-04 15:23:11,2023-07-04 15:23:16,5.428s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-07-04 15:23:11,2023-07-04 15:23:14,2.552s,PASSED
"navigateToUrl(""https://castest.cardmri.com:8269/NGOFSReport/index.jsp"")",Chrome 114.0.0.0,,,2023-07-04 15:23:14,2023-07-04 15:23:14,0.634s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-07-04 15:23:14,2023-07-04 15:23:14,0.155s,PASSED
"setText(findTestObject(""Object Repository/Login/Page_CARD, Inc. Computerized Accounting System/input_Please Sign In_userName""), Username)",Chrome 114.0.0.0,,,2023-07-04 15:23:14,2023-07-04 15:23:15,0.810s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/Page_CARD, Inc. Computerized Accounting System/input_Please Sign In_passWord""), ""MHSUC33hkPnBWRnjFBNCPA=="")",Chrome 114.0.0.0,,,2023-07-04 15:23:15,2023-07-04 15:23:16,0.485s,PASSED
"click(findTestObject(""Object Repository/Login/Page_CARD, Inc. Computerized Accounting System/input_Please Sign In_loginButton""))",Chrome 114.0.0.0,,,2023-07-04 15:23:16,2023-07-04 15:23:16,0.415s,PASSED
,,,,,,,
Test Cases/Book of Account/General Ledger,Chrome 114.0.0.0,,,2023-07-04 15:23:16,2023-07-04 15:23:40,24.242s,PASSED
"click(findTestObject(""Object Repository/General Ledger/Page_CARD, Inc. Computerized Accounting System/a_Reports""))",Chrome 114.0.0.0,,,2023-07-04 15:23:17,2023-07-04 15:23:22,5.641s,PASSED
"click(findTestObject(""Object Repository/General Ledger/Page_CARD, Inc. Computerized Accounting System/a_Book of Accounts""))",Chrome 114.0.0.0,,,2023-07-04 15:23:22,2023-07-04 15:23:23,0.532s,PASSED
"click(findTestObject(""Object Repository/General Ledger/Page_CARD, Inc. Computerized Accounting System/a_General Ledger""))",Chrome 114.0.0.0,,,2023-07-04 15:23:23,2023-07-04 15:23:30,7.238s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/General Ledger/Page_CARD, Inc. Computerized Accounting System/select_---Select Item---Per RegionPer AreaPer Unit""), ""2"", true)",Chrome 114.0.0.0,,,2023-07-04 15:23:30,2023-07-04 15:23:31,1.142s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/General Ledger/Page_CARD, Inc. Computerized Accounting System/select_---Select Item---Head OfficeLuzon 1L_eb6cd5""), ""02"", true)",Chrome 114.0.0.0,,,2023-07-04 15:23:31,2023-07-04 15:23:33,2.126s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/General Ledger/Page_CARD, Inc. Computerized Accounting System/select_---Select Item---La Union 1AbraIloco_046ef5""), ""B6"", true)",Chrome 114.0.0.0,,,2023-07-04 15:23:33,2023-07-04 15:23:34,1.123s,PASSED
"click(findTestObject(""Object Repository/General Ledger/Page_CARD, Inc. Computerized Accounting System/input_End Date_btnPDF""))",Chrome 114.0.0.0,,,2023-07-04 15:23:34,2023-07-04 15:23:35,0.491s,PASSED
"click(findTestObject(""Object Repository/General Ledger/Page_CARD, Inc. Computerized Accounting System/h1_General Ledger""))",Chrome 114.0.0.0,,,2023-07-04 15:23:35,2023-07-04 15:23:35,0.196s,PASSED
"click(findTestObject(""Object Repository/General Ledger/Page_CARD, Inc. Computerized Accounting System/h1_General Ledger""))",Chrome 114.0.0.0,,,2023-07-04 15:23:35,2023-07-04 15:23:36,1.337s,PASSED
"click(findTestObject(""Object Repository/General Ledger/Page_CARD, Inc. Computerized Accounting System/h1_General Ledger""))",Chrome 114.0.0.0,,,2023-07-04 15:23:36,2023-07-04 15:23:38,2.037s,PASSED
"click(findTestObject(""Object Repository/General Ledger/Page_CARD, Inc. Computerized Accounting System/a_Welcome  RILI                        Admi_b75451""))",Chrome 114.0.0.0,,,2023-07-04 15:23:38,2023-07-04 15:23:40,2.001s,PASSED
,,,,,,,
Test Cases/Book of Account/General Journal,Chrome 114.0.0.0,,,2023-07-04 15:23:48,2023-07-04 15:24:01,13.043s,PASSED
"click(findTestObject(""Object Repository/General Journal/Page_CARD, Inc. Computerized Accounting System/a_Reports""))",Chrome 114.0.0.0,,,2023-07-04 15:23:48,2023-07-04 15:23:48,0.396s,PASSED
"click(findTestObject(""Object Repository/General Journal/Page_CARD, Inc. Computerized Accounting System/a_Book of Accounts""))",Chrome 114.0.0.0,,,2023-07-04 15:23:48,2023-07-04 15:23:48,0.398s,PASSED
"click(findTestObject(""Object Repository/General Journal/Page_CARD, Inc. Computerized Accounting System/a_General Journal""))",Chrome 114.0.0.0,,,2023-07-04 15:23:48,2023-07-04 15:23:55,7.011s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/General Journal/Page_CARD, Inc. Computerized Accounting System/select_---Select Item---Per RegionPer AreaPer Unit""), ""2"", true)",Chrome 114.0.0.0,,,2023-07-04 15:23:55,2023-07-04 15:23:57,1.158s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/General Journal/Page_CARD, Inc. Computerized Accounting System/select_---Select Item---Head OfficeLuzon 1L_eb6cd5""), ""02"", true)",Chrome 114.0.0.0,,,2023-07-04 15:23:57,2023-07-04 15:23:59,2.220s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/General Journal/Page_CARD, Inc. Computerized Accounting System/select_---Select Item---La Union 1AbraIloco_046ef5""), ""B6"", true)",Chrome 114.0.0.0,,,2023-07-04 15:23:59,2023-07-04 15:24:00,1.216s,PASSED
"click(findTestObject(""Object Repository/General Journal/Page_CARD, Inc. Computerized Accounting System/input_End Date_btnPDF_GJournal""))",Chrome 114.0.0.0,,,2023-07-04 15:24:00,2023-07-04 15:24:00,0.440s,PASSED
"click(findTestObject(""Object Repository/General Journal/Page_CARD, Inc. Computerized Accounting System/input_End Date_btnPDF_GJournal""))",Chrome 114.0.0.0,,,2023-07-04 15:24:00,2023-07-04 15:24:01,0.190s,PASSED
,,,,,,,
Test Cases/In and Out/Logout,Chrome 114.0.0.0,,,2023-07-04 15:24:01,2023-07-04 15:24:04,3.662s,PASSED
"click(findTestObject(""Object Repository/Logout/Page_CARD, Inc. Computerized Accounting System/a_Welcome  RILI                        Admi_b75451""))",Chrome 114.0.0.0,,,2023-07-04 15:24:01,2023-07-04 15:24:01,0.179s,PASSED
"click(findTestObject(""Object Repository/Logout/Page_CARD, Inc. Computerized Accounting System/a_Logout""))",Chrome 114.0.0.0,,,2023-07-04 15:24:01,2023-07-04 15:24:04,3.049s,PASSED
