Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
CAS Report,Chrome 114.0.0.0,,,2023-07-07 09:03:50,2023-07-07 09:07:54,4m - 3.777s,PASSED
,,,,,,,
Test Cases/In and Out/Login,Chrome 114.0.0.0,,,2023-07-07 09:03:51,2023-07-07 09:03:56,5.133s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-07-07 09:03:51,2023-07-07 09:03:53,2.499s,PASSED
"navigateToUrl(""https://castest.cardmri.com:8269/NGOFSReport/index.jsp"")",Chrome 114.0.0.0,,,2023-07-07 09:03:53,2023-07-07 09:03:54,0.303s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-07-07 09:03:54,2023-07-07 09:03:54,0.144s,PASSED
"setText(findTestObject(""Object Repository/Login/Page_CARD, Inc. Computerized Accounting System/input_Please Sign In_userName""), Username)",Chrome 114.0.0.0,,,2023-07-07 09:03:54,2023-07-07 09:03:55,0.845s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/Page_CARD, Inc. Computerized Accounting System/input_Please Sign In_passWord""), ""MHSUC33hkPnBWRnjFBNCPA=="")",Chrome 114.0.0.0,,,2023-07-07 09:03:55,2023-07-07 09:03:55,0.525s,PASSED
"click(findTestObject(""Object Repository/Login/Page_CARD, Inc. Computerized Accounting System/input_Please Sign In_loginButton""))",Chrome 114.0.0.0,,,2023-07-07 09:03:55,2023-07-07 09:03:56,0.413s,PASSED
,,,,,,,
Test Cases/Book of Account/General Ledger,Chrome 114.0.0.0,,,2023-07-07 09:03:56,2023-07-07 09:04:22,26.433s,PASSED
"click(findTestObject(""Object Repository/General Ledger/Page_CARD, Inc. Computerized Accounting System/a_Reports""))",Chrome 114.0.0.0,,,2023-07-07 09:03:56,2023-07-07 09:04:02,6.236s,PASSED
"click(findTestObject(""Object Repository/General Ledger/Page_CARD, Inc. Computerized Accounting System/a_Book of Accounts""))",Chrome 114.0.0.0,,,2023-07-07 09:04:02,2023-07-07 09:04:03,0.497s,PASSED
"click(findTestObject(""Object Repository/General Ledger/Page_CARD, Inc. Computerized Accounting System/a_General Ledger""))",Chrome 114.0.0.0,,,2023-07-07 09:04:03,2023-07-07 09:04:11,7.971s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/General Ledger/Page_CARD, Inc. Computerized Accounting System/select_---Select Item---Per RegionPer AreaPer Unit""), ""2"", true)",Chrome 114.0.0.0,,,2023-07-07 09:04:11,2023-07-07 09:04:12,1.123s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/General Ledger/Page_CARD, Inc. Computerized Accounting System/select_---Select Item---Head OfficeLuzon 1L_eb6cd5""), ""02"", true)",Chrome 114.0.0.0,,,2023-07-07 09:04:12,2023-07-07 09:04:14,2.106s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/General Ledger/Page_CARD, Inc. Computerized Accounting System/select_---Select Item---La Union 1AbraIloco_046ef5""), ""B6"", true)",Chrome 114.0.0.0,,,2023-07-07 09:04:14,2023-07-07 09:04:15,1.137s,PASSED
"click(findTestObject(""Object Repository/General Ledger/Page_CARD, Inc. Computerized Accounting System/input_End Date_btnPDF""))",Chrome 114.0.0.0,,,2023-07-07 09:04:15,2023-07-07 09:04:16,0.509s,PASSED
"click(findTestObject(""Object Repository/General Ledger/Page_CARD, Inc. Computerized Accounting System/h1_General Ledger""))",Chrome 114.0.0.0,,,2023-07-07 09:04:16,2023-07-07 09:04:16,0.174s,PASSED
"click(findTestObject(""Object Repository/General Ledger/Page_CARD, Inc. Computerized Accounting System/h1_General Ledger""))",Chrome 114.0.0.0,,,2023-07-07 09:04:16,2023-07-07 09:04:18,2.234s,PASSED
"click(findTestObject(""Object Repository/General Ledger/Page_CARD, Inc. Computerized Accounting System/h1_General Ledger""))",Chrome 114.0.0.0,,,2023-07-07 09:04:18,2023-07-07 09:04:20,2.006s,PASSED
"click(findTestObject(""Object Repository/General Ledger/Page_CARD, Inc. Computerized Accounting System/a_Welcome  RILI                        Admi_b75451""))",Chrome 114.0.0.0,,,2023-07-07 09:04:20,2023-07-07 09:04:22,2.044s,PASSED
,,,,,,,
Test Cases/Book of Account/General Journal,Chrome 114.0.0.0,,,2023-07-07 09:04:30,2023-07-07 09:04:44,13.407s,PASSED
"click(findTestObject(""Object Repository/General Journal/Page_CARD, Inc. Computerized Accounting System/a_Reports""))",Chrome 114.0.0.0,,,2023-07-07 09:04:30,2023-07-07 09:04:31,0.396s,PASSED
"click(findTestObject(""Object Repository/General Journal/Page_CARD, Inc. Computerized Accounting System/a_Book of Accounts""))",Chrome 114.0.0.0,,,2023-07-07 09:04:31,2023-07-07 09:04:31,0.420s,PASSED
"click(findTestObject(""Object Repository/General Journal/Page_CARD, Inc. Computerized Accounting System/a_General Journal""))",Chrome 114.0.0.0,,,2023-07-07 09:04:31,2023-07-07 09:04:39,7.400s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/General Journal/Page_CARD, Inc. Computerized Accounting System/select_---Select Item---Per RegionPer AreaPer Unit""), ""2"", true)",Chrome 114.0.0.0,,,2023-07-07 09:04:39,2023-07-07 09:04:40,1.193s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/General Journal/Page_CARD, Inc. Computerized Accounting System/select_---Select Item---Head OfficeLuzon 1L_eb6cd5""), ""02"", true)",Chrome 114.0.0.0,,,2023-07-07 09:04:40,2023-07-07 09:04:42,2.177s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/General Journal/Page_CARD, Inc. Computerized Accounting System/select_---Select Item---La Union 1AbraIloco_046ef5""), ""B6"", true)",Chrome 114.0.0.0,,,2023-07-07 09:04:42,2023-07-07 09:04:43,1.259s,PASSED
"click(findTestObject(""Object Repository/General Journal/Page_CARD, Inc. Computerized Accounting System/input_End Date_btnPDF_GJournal""))",Chrome 114.0.0.0,,,2023-07-07 09:04:43,2023-07-07 09:04:44,0.552s,PASSED
,,,,,,,
Test Cases/Book of Account/Cash Receipt,Chrome 114.0.0.0,,,2023-07-07 09:04:50,2023-07-07 09:05:17,26.405s,PASSED
"click(findTestObject(""Object Repository/Cash Receipt/Page_CARD, Inc. Computerized Accounting System/a_Reports""))",Chrome 114.0.0.0,,,2023-07-07 09:04:50,2023-07-07 09:04:51,0.412s,PASSED
"click(findTestObject(""Object Repository/Cash Receipt/Page_CARD, Inc. Computerized Accounting System/a_Book of Accounts""))",Chrome 114.0.0.0,,,2023-07-07 09:04:51,2023-07-07 09:04:51,0.409s,PASSED
"click(findTestObject(""Object Repository/Cash Receipt/Page_CARD, Inc. Computerized Accounting System/a_Cash Receipts""))",Chrome 114.0.0.0,,,2023-07-07 09:04:51,2023-07-07 09:04:59,7.503s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Cash Receipt/Page_CARD, Inc. Computerized Accounting System/select_---Select Item---Per RegionPer AreaPer Unit""), ""2"", true)",Chrome 114.0.0.0,,,2023-07-07 09:04:59,2023-07-07 09:05:00,1.137s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Cash Receipt/Page_CARD, Inc. Computerized Accounting System/select_---Select Item---Head OfficeLuzon 1L_eb6cd5""), ""02"", true)",Chrome 114.0.0.0,,,2023-07-07 09:05:00,2023-07-07 09:05:02,2.174s,PASSED
